ID,First Name,Last Name,Money Available,Tickets Purchased,TicketMiner Membership,Username,Password
417,Kayla,Mahoney,2857.08,0,true,mahoneykayla,Fun!23
418,Ray,Huynh,4131.46,0,true,huynhray,Fun!23
419,Terri,Mendez,4101.6,0,false,mendezterri,Fun!23
420,Rachel,Roberson,3315.47,0,false,robersonrachel,Fun!23
421,Zachary,Tran,4814.88,0,true,tranzachary,Fun!23
422,John,White,5113.95,0,true,whitejohn,Fun!23
423,Philip,Collins,3273.08,0,true,collinsphilip,Fun!23
424,Hunter,Moore,4407.03,0,true,moorehunter,Fun!23
425,Nicole,Johnson,3996.27,0,false,johnsonnicole,Fun!23
426,Adam,Bass,4857.2,0,false,bassadam,Fun!23
427,Lisa,Spencer,4196.92,0,false,spencerlisa,Fun!23
428,Justin,Martinez,991.51,0,false,martinezjustin,Fun!23
429,Anthony,Hunter,3002.37,0,false,hunteranthony,Fun!23
430,Doris,Moore,4107.21,0,true,mooredoris,Fun!23
431,Elizabeth,Cruz,4222.52,0,false,cruzelizabeth,Fun!23
432,Randy,Keller,4143.64,0,true,kellerrandy,Fun!23
433,Brandon,Neal,2005.3,0,false,nealbrandon,Fun!23
434,Mark,Lamb,3527.99,0,true,lambmark,Fun!23
435,Tiffany,May,978.78,0,false,maytiffany,Fun!23
436,Krista,Blake,3674.24,0,true,blakekrista,Fun!23
437,John,Morris,1049.67,0,false,morrisjohn,Fun!23
438,Jill,Solis,2886.52,0,false,solisjill,Fun!23
439,Emma,Padilla,3742.35,0,true,padillaemma,Fun!23
440,Becky,Gray,3226.85,0,false,graybecky,Fun!23
441,Rita,Owens,5995.31,0,false,owensrita,Fun!23
442,Kristina,Patrick,1541.92,0,true,patrickkristina,Fun!23
443,Raymond,Woodward,5946.04,0,false,woodwardraymond,Fun!23
444,Rebecca,Brown,5745.28,0,true,brownrebecca,Fun!23
445,Samantha,Thomas,4893.39,0,false,thomassamantha,Fun!23
446,Patrick,Larsen,5817.72,0,false,larsenpatrick,Fun!23
447,Emily,Brady,1830.06,0,true,bradyemily,Fun!23
448,April,Turner,4686.31,0,true,turnerapril,Fun!23
449,Steven,Cabrera,1462.31,0,true,cabrerasteven,Fun!23
450,Michael,Murray,4422.79,0,false,murraymichael,Fun!23
451,Gregory,Carr,5263.24,0,true,carrgregory,Fun!23
452,David,Davila,1455.36,0,true,daviladavid,Fun!23
453,Brandon,Smith,865.38,0,false,smithbrandon,Fun!23
454,Ryan,Wilkins,3497.08,0,false,wilkinsryan,Fun!23
455,Jon,Lopez,1992.53,0,true,lopezjon,Fun!23
456,Jennifer,Copeland,4710.57,0,false,copelandjennifer,Fun!23
457,Alexis,Shea,2994.22,0,false,sheaalexis,Fun!23
458,Gerald,Baker,2208.59,0,true,bakergerald,Fun!23
459,Tara,Rodriguez,1784.04,0,false,rodrigueztara,Fun!23
460,Jerry,Hampton,2726.8,0,true,hamptonjerry,Fun!23
461,Ray,Booth,1238.1,0,false,boothray,Fun!23
462,Michelle,Sexton,3771.93,0,false,sextonmichelle,Fun!23
463,Kayla,Morgan,2088.14,0,true,morgankayla,Fun!23
464,Deborah,Scott,4538.85,0,false,scottdeborah,Fun!23
465,Trevor,Young,1036.88,0,false,youngtrevor,Fun!23
466,Philip,Chaney,5224.5,0,true,chaneyphilip,Fun!23
467,Linda,Alexander,4218.42,0,false,alexanderlinda,Fun!23
468,Jason,Skinner,2348.58,0,false,skinnerjason,Fun!23
469,Anthony,Dalton,3831.32,0,false,daltonanthony,Fun!23
470,Kevin,Larson,1736.58,0,true,larsonkevin,Fun!23
471,Alexandra,Fox,2587.07,0,true,foxalexandra,Fun!23
472,Gary,Miller,3936.02,0,false,millergary,Fun!23
473,Crystal,Rice,5466.96,0,true,ricecrystal,Fun!23
474,George,Wood,2662.49,0,true,woodgeorge,Fun!23
475,Christopher,Raymond,1501.76,0,true,raymondchristopher,Fun!23
476,Wendy,Stanton,5841.56,0,false,stantonwendy,Fun!23
477,Theresa,Hardy,1252.58,0,false,hardytheresa,Fun!23
478,Barbara,Jones,2122.84,0,false,jonesbarbara,Fun!23
479,Alyssa,Reese,4979.49,0,true,reesealyssa,Fun!23
480,Eric,Ramos,3750.79,0,true,ramoseric,Fun!23
481,Brian,Lopez,4767.48,0,true,lopezbrian,Fun!23
482,Angela,Mcintyre,2819.93,0,true,mcintyreangela,Fun!23
483,Doris,Mercado,1546.69,0,true,mercadodoris,Fun!23
484,Terri,Strickland,4947.66,0,true,stricklandterri,Fun!23
485,Amy,Rodriguez,3326.99,0,false,rodriguezamy,Fun!23
486,Thomas,Bonilla,872.48,0,false,bonillathomas,Fun!23
487,Wesley,Lambert,1257.62,0,false,lambertwesley,Fun!23
488,Kelly,Bell,866.84,0,false,bellkelly,Fun!23
489,Michelle,Wood,2515.29,0,true,woodmichelle,Fun!23
490,Derek,Irwin,2128.4,0,true,irwinderek,Fun!23
491,Brandi,Gordon,807.09,0,true,gordonbrandi,Fun!23
492,Julian,Gutierrez,4398.68,0,false,gutierrezjulian,Fun!23
493,Samantha,Cooper,5210.7,0,false,coopersamantha,Fun!23
494,Kevin,Gould,2720.11,0,false,gouldkevin,Fun!23
495,Michael,Fox,5481.41,0,false,foxmichael,Fun!23
496,Steven,Owens,991.25,0,false,owenssteven,Fun!23
497,Amber,Sellers,1896.16,0,false,sellersamber,Fun!23
498,Jose,Evans,4745.81,0,true,evansjose,Fun!23
499,Jessica,Anderson,1434.46,0,false,andersonjessica,Fun!23
500,Joe,Cochran,4603.97,0,false,cochranjoe,Fun!23
501,Michael,Robinson,4236.24,0,false,robinsonmichael,Fun!23
502,Matthew,Porter,1510.58,0,false,portermatthew,Fun!23
503,Angel,Barber,1003.37,0,true,barberangel,Fun!23
504,Darlene,Shaw,4093.4,0,false,shawdarlene,Fun!23
505,Gabriel,Hansen,3896.99,0,false,hansengabriel,Fun!23
506,Brittany,Nielsen,3692.74,0,false,nielsenbrittany,Fun!23
507,Jessica,Frye,1570.41,0,false,fryejessica,Fun!23
508,Bruce,Clark,4931.26,0,true,clarkbruce,Fun!23
509,Justin,Davis,3007.71,0,false,davisjustin,Fun!23
510,Louis,Boone,1519.03,0,true,boonelouis,Fun!23
511,Amy,Mcpherson,902.06,0,false,mcphersonamy,Fun!23
512,Debra,Blackwell,1629.22,0,true,blackwelldebra,Fun!23
513,Angela,Lang,1606.48,0,true,langangela,Fun!23
514,Danielle,Dorsey,3007.85,0,false,dorseydanielle,Fun!23
515,Hannah,Maldonado,3739.99,0,false,maldonadohannah,Fun!23
516,Michaela,Miranda,2858.76,0,false,mirandamichaela,Fun!23
517,Tami,Weaver,1847.04,0,true,weavertami,Fun!23
518,Edward,Jackson,975.08,0,false,jacksonedward,Fun!23
519,Steven,Hernandez,2681.15,0,false,hernandezsteven,Fun!23
520,Mary,Chapman,5999.21,0,false,chapmanmary,Fun!23
521,Colleen,Torres,4963.72,0,false,torrescolleen,Fun!23
522,Jennifer,Mills,5417.88,0,true,millsjennifer,Fun!23
523,Wendy,Campos,4444.85,0,false,camposwendy,Fun!23
524,Bobby,Bennett,2487.34,0,false,bennettbobby,Fun!23
525,Michael,Adams,2037.47,0,false,adamsmichael,Fun!23
526,Jamie,Conner,1361.19,0,false,connerjamie,Fun!23
527,Christopher,Sanford,1985.83,0,false,sanfordchristopher,Fun!23
528,Margaret,Smith,814.08,0,true,smithmargaret,Fun!23
529,Michael,Morton,3640.71,0,false,mortonmichael,Fun!23
530,Noah,Horne,3299.66,0,true,hornenoah,Fun!23
531,Kim,Contreras,3395.13,0,false,contreraskim,Fun!23
532,Tiffany,Davis,4799.24,0,false,davistiffany,Fun!23
533,Victoria,Moses,5463.43,0,false,mosesvictoria,Fun!23
534,Robin,Watson,2571.96,0,false,watsonrobin,Fun!23
535,Christopher,Melendez,1513.19,0,true,melendezchristopher,Fun!23
536,Nancy,Robles,2812.4,0,false,roblesnancy,Fun!23
537,Kaylee,Hale,3068.71,0,false,halekaylee,Fun!23
538,Ryan,Brown,2952.66,0,true,brownryan,Fun!23
539,Grace,Kelley,4249.97,0,false,kelleygrace,Fun!23
540,Alexander,Carter,3790.93,0,false,carteralexander,Fun!23
541,Dennis,Reynolds,4487.95,0,false,reynoldsdennis,Fun!23
542,Jenna,Chase,5111.17,0,false,chasejenna,Fun!23
543,Michelle,Pruitt,5924.86,0,true,pruittmichelle,Fun!23
544,Sherri,Velasquez,4037.54,0,false,velasquezsherri,Fun!23
545,Darlene,Russell,2198.42,0,true,russelldarlene,Fun!23
546,Jessica,Olsen,1582.84,0,true,olsenjessica,Fun!23
547,Lisa,Robinson,2205.17,0,true,robinsonlisa,Fun!23
548,Michael,Martinez,1763.79,0,false,martinezmichael,Fun!23
549,Richard,Edwards,4798.2,0,false,edwardsrichard,Fun!23
550,Amy,Chase,923.11,0,true,chaseamy,Fun!23
551,Amanda,Vang,5188.1,0,false,vangamanda,Fun!23
552,Angela,Walker,4782.62,0,true,walkerangela,Fun!23
553,Kylie,Summers,1636.54,0,false,summerskylie,Fun!23
554,Brandy,Valenzuela,2183.27,0,false,valenzuelabrandy,Fun!23
555,Courtney,Tran,3438.98,0,true,trancourtney,Fun!23
556,Ryan,Bowman,4743.52,0,true,bowmanryan,Fun!23
557,Kathleen,Hines,1364.06,0,false,hineskathleen,Fun!23
558,Ryan,Sullivan,2353.21,0,true,sullivanryan,Fun!23
559,Kimberly,Johnson,5896,0,false,johnsonkimberly,Fun!23
560,Kelly,Harris,2927.96,0,false,harriskelly,Fun!23
561,William,Evans,3107.65,0,false,evanswilliam,Fun!23
562,Dakota,Harper,1145.85,0,false,harperdakota,Fun!23
563,Martha,Perry,3557.81,0,true,perrymartha,Fun!23
564,Brittany,Weaver,3980.61,0,true,weaverbrittany,Fun!23
565,Rodney,Berg,2598.82,0,false,bergrodney,Fun!23
566,Heidi,Page,2800.61,0,true,pageheidi,Fun!23
567,Bobby,Gonzales,3745.33,0,false,gonzalesbobby,Fun!23
568,Jake,Mitchell,3581.29,0,true,mitchelljake,Fun!23
569,Gerald,Beltran,4592.51,0,false,beltrangerald,Fun!23
570,Joel,Welch,2982.88,0,true,welchjoel,Fun!23
571,Diana,Matthews,986.33,0,true,matthewsdiana,Fun!23
572,Christopher,Johnson,1592.14,0,false,johnsonchristopher,Fun!23
573,Ricky,Gardner,3368.55,0,false,gardnerricky,Fun!23
574,Corey,Wilson,5736.96,0,true,wilsoncorey,Fun!23
575,Barbara,Lane,4917.4,0,false,lanebarbara,Fun!23
576,Dylan,Lopez,2791.94,0,true,lopezdylan,Fun!23
577,Martin,Edwards,1433.42,0,false,edwardsmartin,Fun!23
578,Misty,Jimenez,2371.03,0,true,jimenezmisty,Fun!23
579,Chris,Jones,3939.62,0,true,joneschris,Fun!23
580,Robert,Leblanc,5454.88,0,false,leblancrobert,Fun!23
581,Brandon,Dillon,4623.87,0,true,dillonbrandon,Fun!23
582,Chad,Clark,2299.66,0,false,clarkchad,Fun!23
583,Danielle,Gardner,3191.07,0,false,gardnerdanielle,Fun!23
584,Bradley,Bell,1210.88,0,false,bellbradley,Fun!23
585,Christopher,Craig,2044.94,0,true,craigchristopher,Fun!23
586,Jamie,Hernandez,2813.88,0,false,hernandezjamie,Fun!23
587,David,Costa,2312.26,0,false,costadavid,Fun!23
588,Theresa,Clark,4848.56,0,true,clarktheresa,Fun!23
589,Cassandra,Cook,4260.69,0,false,cookcassandra,Fun!23
590,Dana,Jones,3686.22,0,false,jonesdana,Fun!23
591,Phillip,Brown,5506.44,0,true,brownphillip,Fun!23
592,Andrew,Torres,1741.48,0,true,torresandrew,Fun!23
593,Sheri,Adams,4088.36,0,false,adamssheri,Fun!23
594,Heather,Little,3353.24,0,true,littleheather,Fun!23
595,James,Morgan,3873.96,0,false,morganjames,Fun!23
596,Cynthia,Powell,2857.73,0,false,powellcynthia,Fun!23
597,Joseph,Macdonald,3508.54,0,true,macdonaldjoseph,Fun!23
598,Jeff,Ray,5653.49,0,false,rayjeff,Fun!23
599,Michelle,Ramirez,6000.58,0,true,ramirezmichelle,Fun!23
600,Christina,Jones,2844.92,0,false,joneschristina,Fun!23
601,Alyssa,Smith,5345.25,0,true,smithalyssa,Fun!23
602,Anthony,Brooks,3435.45,0,true,brooksanthony,Fun!23
603,Anthony,Barber,2766.6,0,true,barberanthony,Fun!23
604,James,Brennan,3101.77,0,true,brennanjames,Fun!23
605,Heather,Robbins,1772.1,0,false,robbinsheather,Fun!23
606,Sarah,Anderson,4881.82,0,true,andersonsarah,Fun!23
607,Darin,Baker,1735.91,0,false,bakerdarin,Fun!23
608,Jennifer,Smith,1406.76,0,true,smithjennifer,Fun!23
609,David,Harvey,2064.35,0,false,harveydavid,Fun!23
610,Shannon,White,2862.93,0,true,whiteshannon,Fun!23
611,Brian,Gates,3052.41,0,false,gatesbrian,Fun!23
612,Victor,Ross,5317.49,0,false,rossvictor,Fun!23
613,Antonio,Edwards,5781.89,0,false,edwardsantonio,Fun!23
614,Lawrence,Price,2728,0,true,pricelawrence,Fun!23
615,Sarah,Cline,4423.57,0,false,clinesarah,Fun!23
616,Linda,Robles,1907.34,0,true,robleslinda,Fun!23
617,Amber,Nguyen,2903.16,0,true,nguyenamber,Fun!23
618,Rick,Parrish,1011.21,0,false,parrishrick,Fun!23
619,Edward,Molina,2609,0,false,molinaedward,Fun!23
620,Darren,Gibbs,4635.81,0,true,gibbsdarren,Fun!23
621,Andrew,Mcclure,4352.54,0,true,mcclureandrew,Fun!23
622,Michael,King,5218,0,true,kingmichael,Fun!23
623,Vanessa,Watson,1859.19,0,true,watsonvanessa,Fun!23
624,Jerry,Smith,800.17,0,false,smithjerry,Fun!23
625,Andrew,Marshall,2018.78,0,false,marshallandrew,Fun!23
626,Janet,Hughes,3960.92,0,false,hughesjanet,Fun!23
627,Tyler,Baxter,1363.06,0,true,baxtertyler,Fun!23
628,Amber,Long,4645.67,0,true,longamber,Fun!23
629,Jared,Perry,2046.98,0,false,perryjared,Fun!23
630,Natalie,Richardson,5409.06,0,false,richardsonnatalie,Fun!23
631,Erika,Lopez,1288.53,0,false,lopezerika,Fun!23
632,Michelle,Walsh,3149.7,0,false,walshmichelle,Fun!23
633,Anthony,Carson,2202.98,0,true,carsonanthony,Fun!23
634,Heather,Cunningham,3527.73,0,true,cunninghamheather,Fun!23
635,Ronald,Bond,4985.77,0,false,bondronald,Fun!23
636,Sherri,Armstrong,3443.59,0,true,armstrongsherri,Fun!23
637,Jacob,Contreras,5195.35,0,true,contrerasjacob,Fun!23
638,Colleen,Sanchez,947.71,0,true,sanchezcolleen,Fun!23
639,Derek,Lopez,3456.75,0,true,lopezderek,Fun!23
640,Kayla,Smith,2921.58,0,false,smithkayla,Fun!23
641,Christopher,Osborne,3052.21,0,true,osbornechristopher,Fun!23
642,Mercedes,Nichols,4946.26,0,true,nicholsmercedes,Fun!23
643,Beth,Sharp,3616.83,0,true,sharpbeth,Fun!23
644,Scott,Bailey,2841.98,0,true,baileyscott,Fun!23
645,Crystal,Young,1070.53,0,true,youngcrystal,Fun!23
646,Allen,Arnold,4736.53,0,true,arnoldallen,Fun!23
647,Donald,Tran,1396.27,0,false,trandonald,Fun!23
648,Christopher,Fields,1068.33,0,true,fieldschristopher,Fun!23
649,Luis,Johnson,5970.58,0,false,johnsonluis,Fun!23
650,Krista,Lambert,2695.1,0,false,lambertkrista,Fun!23
651,Nicholas,Copeland,2787.02,0,false,copelandnicholas,Fun!23
652,Mark,Rogers,2895.56,0,true,rogersmark,Fun!23
653,Jessica,Ramirez,2202.32,0,true,ramirezjessica,Fun!23
654,Matthew,Gonzalez,4385.64,0,false,gonzalezmatthew,Fun!23
655,Rose,Burgess,1870.55,0,true,burgessrose,Fun!23
656,Holly,Schneider,3099.86,0,true,schneiderholly,Fun!23
657,Joanna,Knight,5413.49,0,false,knightjoanna,Fun!23
658,David,Cox,4046.56,0,false,coxdavid,Fun!23
659,Elizabeth,Reyes,2918.14,0,false,reyeselizabeth,Fun!23
660,Melissa,Mcdonald,5372.09,0,false,mcdonaldmelissa,Fun!23
661,James,Anderson,5623.4,0,false,andersonjames,Fun!23
662,Loretta,Phillips,4118.43,0,false,phillipsloretta,Fun!23
663,Gina,Swanson,3334.97,0,false,swansongina,Fun!23
664,Kimberly,Martinez,3301.83,0,false,martinezkimberly,Fun!23
665,Stephanie,Kirby,964.37,0,true,kirbystephanie,Fun!23
666,Teresa,Gardner,1169.33,0,true,gardnerteresa,Fun!23
667,Brandon,Flores,1545.92,0,false,floresbrandon,Fun!23
668,Anthony,Moore,3889.33,0,false,mooreanthony,Fun!23
669,Steven,Hartman,3838.98,0,true,hartmansteven,Fun!23
670,Derek,Macias,3780,0,false,maciasderek,Fun!23
671,Christopher,Robinson,5885.62,0,false,robinsonchristopher,Fun!23
672,Scott,Dunn,5028.77,0,true,dunnscott,Fun!23
673,Lawrence,Henry,3086.28,0,true,henrylawrence,Fun!23
674,Gabriel,Sanders,4880.35,0,false,sandersgabriel,Fun!23
675,Lori,Hall,3694.63,0,true,halllori,Fun!23
676,Brittany,Richard,3945.46,0,false,richardbrittany,Fun!23
677,Sarah,Jones,4951.08,0,false,jonessarah,Fun!23
678,Nicholas,Jackson,1502.34,0,true,jacksonnicholas,Fun!23
679,Julia,Jones,1149.19,0,false,jonesjulia,Fun!23
680,Jennifer,Schultz,1793.89,0,true,schultzjennifer,Fun!23
681,Ashley,Walker,4111.28,0,false,walkerashley,Fun!23
682,Michael,Parrish,5566.44,0,true,parrishmichael,Fun!23
683,Alyssa,Poole,4718.79,0,false,poolealyssa,Fun!23
684,William,Ortiz,4695.48,0,false,ortizwilliam,Fun!23
685,Jason,Clark,2082.62,0,true,clarkjason,Fun!23
686,Jason,Lee,5258.97,0,true,leejason,Fun!23
687,Lisa,Miller,5541.87,0,false,millerlisa,Fun!23
688,Tyrone,Johnston,3140.71,0,true,johnstontyrone,Fun!23
689,Linda,Rodriguez,4863.51,0,true,rodriguezlinda,Fun!23
690,Kenneth,Davis,2162.1,0,false,daviskenneth,Fun!23
691,Sarah,Griffin,1791.59,0,true,griffinsarah,Fun!23
692,Rebecca,Nguyen,2120.67,0,false,nguyenrebecca,Fun!23
693,Anna,Davis,3605.97,0,false,davisanna,Fun!23
694,Cynthia,Giles,3888.84,0,true,gilescynthia,Fun!23
695,Mary,Gonzalez,1023.59,0,false,gonzalezmary,Fun!23
696,Ann,Miller,2778.88,0,false,millerann,Fun!23
697,Jose,Farley,2474.59,0,true,farleyjose,Fun!23
698,Carl,Foley,1934.53,0,false,foleycarl,Fun!23
699,Christine,Ellis,3610.23,0,true,ellischristine,Fun!23
700,John,Blevins,2094.04,0,true,blevinsjohn,Fun!23
701,Travis,Burton,1984.24,0,false,burtontravis,Fun!23
702,Timothy,Bernard,3840.27,0,true,bernardtimothy,Fun!23
703,Christina,Dodson,4183.25,0,true,dodsonchristina,Fun!23
704,Andrew,Atkins,2907.99,0,false,atkinsandrew,Fun!23
705,Jeffrey,Best,5504.52,0,true,bestjeffrey,Fun!23
706,Perry,Hill,3909.28,0,false,hillperry,Fun!23
707,Mary,Lee,4825.78,0,true,leemary,Fun!23
708,Julia,Young,3691.56,0,true,youngjulia,Fun!23
709,John,Blair,5452.98,0,false,blairjohn,Fun!23
710,John,Hill,4034.1,0,false,hilljohn,Fun!23
711,Wesley,Williamson,5474.08,0,false,williamsonwesley,Fun!23
712,Christopher,Davis,5347.85,0,true,davischristopher,Fun!23
713,Leonard,King,1448.03,0,true,kingleonard,Fun!23
714,Gary,Smith,1618,0,true,smithgary,Fun!23
715,Thomas,Sanders,5699.45,0,false,sandersthomas,Fun!23
716,John,Davis,3717.22,0,false,davisjohn,Fun!23
717,Thomas,Hall,4449.53,0,true,hallthomas,Fun!23
718,Douglas,Hernandez,1219.02,0,true,hernandezdouglas,Fun!23
719,Miranda,Mason,1996.06,0,false,masonmiranda,Fun!23
720,Teresa,Stewart,1242.72,0,true,stewartteresa,Fun!23
721,Anthony,Adams,5133.67,0,false,adamsanthony,Fun!23
722,Timothy,Jones,1786.56,0,false,jonestimothy,Fun!23
723,Jermaine,Dean,5381.6,0,false,deanjermaine,Fun!23
724,Joshua,Banks,3955.46,0,true,banksjoshua,Fun!23
725,Daniel,Smith,4656.07,0,false,smithdaniel,Fun!23
726,Victor,Harris,5109.57,0,false,harrisvictor,Fun!23
727,Phillip,Meyer,4463.36,0,false,meyerphillip,Fun!23
728,Cody,Robles,1852.19,0,false,roblescody,Fun!23
729,Carmen,Hays,893.45,0,true,hayscarmen,Fun!23
730,Jorge,Haley,5327.62,0,false,haleyjorge,Fun!23
731,Sean,Hernandez,4820.98,0,true,hernandezsean,Fun!23
732,Kelly,Jordan,5983.3,0,false,jordankelly,Fun!23
733,Joshua,Hickman,3727.18,0,false,hickmanjoshua,Fun!23
734,Jennifer,Guzman,1091.73,0,false,guzmanjennifer,Fun!23
735,Nathan,Thompson,966.55,0,true,thompsonnathan,Fun!23
736,William,Adkins,4200.13,0,true,adkinswilliam,Fun!23
737,Willie,Hobbs,1115.53,0,true,hobbswillie,Fun!23
738,Holly,Cruz,5297.84,0,false,cruzholly,Fun!23
739,John,Jones,2432.06,0,false,jonesjohn,Fun!23
740,Allison,Weaver,4356.94,0,true,weaverallison,Fun!23
741,Michael,Nunez,5264.3,0,false,nunezmichael,Fun!23
742,Douglas,Bryant,3276.18,0,false,bryantdouglas,Fun!23
743,Christopher,Underwood,4768.88,0,false,underwoodchristopher,Fun!23
744,Kimberly,Roberts,3171.32,0,false,robertskimberly,Fun!23
745,Michael,Cowan,4107.31,0,false,cowanmichael,Fun!23
746,Michael,Mccormick,2465.82,0,true,mccormickmichael,Fun!23
747,Jennifer,Bailey,2414.8,0,true,baileyjennifer,Fun!23
748,Jerry,Gamble,2361.55,0,false,gamblejerry,Fun!23
749,Henry,Salazar,2689.7,0,true,salazarhenry,Fun!23
750,Kevin,Boone,1011.55,0,false,boonekevin,Fun!23
751,Rodney,Mcneil,1391.18,0,true,mcneilrodney,Fun!23
752,Angela,Carney,5160.76,0,true,carneyangela,Fun!23
753,Dennis,Smith,1832.66,0,true,smithdennis,Fun!23
754,Jared,Scott,2462.45,0,false,scottjared,Fun!23
755,Monica,Craig,5976.48,0,true,craigmonica,Fun!23
756,Sandy,Blackwell,5703.8,0,false,blackwellsandy,Fun!23
757,Brittney,Daniel,5768.48,0,true,danielbrittney,Fun!23
758,Rebecca,Fisher,2482.22,0,true,fisherrebecca,Fun!23
759,Nicole,Hart,5929.96,0,false,hartnicole,Fun!23
760,Howard,Davenport,1225.85,0,false,davenporthoward,Fun!23
761,Anita,Fletcher,2358.69,0,false,fletcheranita,Fun!23
762,Elizabeth,Torres,2053.01,0,true,torreselizabeth,Fun!23
763,Jeffrey,Rodriguez,5061.27,0,true,rodriguezjeffrey,Fun!23
764,Megan,Smith,1986.35,0,true,smithmegan,Fun!23
765,David,Summers,2048.16,0,true,summersdavid,Fun!23
766,Brian,Rojas,5275.43,0,false,rojasbrian,Fun!23
767,Jennifer,Carr,5030.97,0,false,carrjennifer,Fun!23
768,Tiffany,Jones,3061.83,0,false,jonestiffany,Fun!23
769,Catherine,Mann,5923.81,0,true,manncatherine,Fun!23
770,Sara,Fox,1088.23,0,true,foxsara,Fun!23
771,Jeremy,Foster,5594.02,0,true,fosterjeremy,Fun!23
772,Michael,Flores,4243.45,0,true,floresmichael,Fun!23
773,William,Rice,5372.71,0,true,ricewilliam,Fun!23
774,Rachel,Hart,1687.72,0,false,hartrachel,Fun!23
775,Richard,Sullivan,5587.59,0,false,sullivanrichard,Fun!23
776,Jennifer,Evans,1597.12,0,false,evansjennifer,Fun!23
777,Brandy,Wilkerson,4278.75,0,true,wilkersonbrandy,Fun!23
778,Laurie,Mendoza,1043.82,0,true,mendozalaurie,Fun!23
779,Michelle,Ray,5590.43,0,false,raymichelle,Fun!23
780,Alexis,Black,4629.28,0,true,blackalexis,Fun!23
781,Sean,Smith,2356.8,0,true,smithsean,Fun!23
782,Elizabeth,Dominguez,5446.42,0,false,dominguezelizabeth,Fun!23
783,Lori,Johnson,3385.95,0,true,johnsonlori,Fun!23
784,Bryan,Fields,5470.01,0,true,fieldsbryan,Fun!23
785,Michael,Thomas,3294.42,0,false,thomasmichael,Fun!23
786,Craig,Brown,1433.06,0,true,browncraig,Fun!23
787,Sabrina,Nguyen,4337.1,0,true,nguyensabrina,Fun!23
788,Hayden,Mcdaniel,3071.21,0,true,mcdanielhayden,Fun!23
789,Michelle,Rivera,3072.78,0,false,riveramichelle,Fun!23
790,Alexandra,Simpson,2715.5,0,true,simpsonalexandra,Fun!23
791,Richard,Paul,1099.09,0,true,paulrichard,Fun!23
792,Keith,Christensen,1771.42,0,false,christensenkeith,Fun!23
793,Patrick,Bennett,4321.38,0,true,bennettpatrick,Fun!23
794,Patricia,Mcdonald,2219.09,0,false,mcdonaldpatricia,Fun!23
795,Tracy,Fitzgerald,2669.41,0,true,fitzgeraldtracy,Fun!23
796,Kathy,Smith,5475.06,0,true,smithkathy,Fun!23
797,Teresa,Taylor,1834.42,0,true,taylorteresa,Fun!23
798,Hector,Whitney,2961.98,0,true,whitneyhector,Fun!23
799,Timothy,Johnson,3694.67,0,true,johnsontimothy,Fun!23
800,Alyssa,Kelly,3358.51,0,false,kellyalyssa,Fun!23
801,Colleen,Hall,917.53,0,true,hallcolleen,Fun!23
802,Erin,Jones,1854.32,0,true,joneserin,Fun!23
803,Mark,Stewart,1644.87,0,false,stewartmark,Fun!23
804,Debra,Raymond,4797.73,0,true,raymonddebra,Fun!23
805,Erin,Mejia,4023.28,0,true,mejiaerin,Fun!23
806,Micheal,Sanders,5191.64,0,false,sandersmicheal,Fun!23
807,Stephanie,Obrien,3238.26,0,true,obrienstephanie,Fun!23
808,Holly,Davidson,1304.03,0,true,davidsonholly,Fun!23
809,George,Ayala,1082.94,0,true,ayalageorge,Fun!23
810,Michelle,Oliver,3960.74,0,false,olivermichelle,Fun!23
811,George,Proctor,4984.08,0,false,proctorgeorge,Fun!23
812,Michelle,Griffin,1252.78,0,false,griffinmichelle,Fun!23
813,Michelle,Maynard,3139.78,0,true,maynardmichelle,Fun!23
814,Elizabeth,Castillo,3398.99,0,true,castilloelizabeth,Fun!23
815,Jonathan,Martinez,1453.14,0,true,martinezjonathan,Fun!23
816,Tanya,Johnson,2262.03,0,false,johnsontanya,Fun!23
817,Megan,Thompson,3048.91,0,false,thompsonmegan,Fun!23
818,Emily,Estes,5299.27,0,true,estesemily,Fun!23
819,Melissa,Johnson,2849.74,0,false,johnsonmelissa,Fun!23
820,Casey,Navarro,2861.51,0,false,navarrocasey,Fun!23
821,Shawn,Lee,4553.17,0,false,leeshawn,Fun!23
822,Brandi,Daniel,1542.48,0,true,danielbrandi,Fun!23
823,Jose,Smith,5330.41,0,true,smithjose,Fun!23
824,Alicia,Moran,1654.13,0,false,moranalicia,Fun!23
825,Jennifer,Jones,5389.53,0,false,jonesjennifer,Fun!23
826,Andrew,Norris,2661.07,0,true,norrisandrew,Fun!23
827,Maria,Young,4749.23,0,true,youngmaria,Fun!23
828,Ann,Rogers,3393.68,0,true,rogersann,Fun!23
829,Felicia,Carlson,3329.49,0,false,carlsonfelicia,Fun!23
830,Chad,Green,1182.9,0,true,greenchad,Fun!23
831,Tanya,Turner,4785.98,0,false,turnertanya,Fun!23
832,Joseph,Fritz,5306.95,0,true,fritzjoseph,Fun!23
833,James,Simpson,4773.21,0,true,simpsonjames,Fun!23
834,Ernest,Bentley,4483.99,0,true,bentleyernest,Fun!23
835,Crystal,Hayes,2078.06,0,false,hayescrystal,Fun!23
836,Jessica,Lloyd,4023.89,0,false,lloydjessica,Fun!23
837,Julie,Shaw,5807.56,0,true,shawjulie,Fun!23
